,종목_list,2018_매출액,2019_매출액,2020_매출액,2021_매출액,2018_유동자산,2019_유동자산,2020_유동자산,2021_유동자산,2018_유동부채,2019_유동부채,2020_유동부채,2021_유동부채,2018_총자산,2019_총자산,2020_총자산,2021_총자산,2018_총부채,2019_총부채,2020_총부채,2021_총부채,2017_roa,2018_roa,2019_roa,2020_roa,2021_roa,2018_이익잉여금,2019_이익잉여금,2020_이익잉여금,2021_이익잉여금
715,한화투자증권,"1,116","1,194","1,203","1,167","9,731","7,530","16,082","12,584", , , , ,"73,441","98,783","118,590","117,910", , , , ,7.0,7.2,12.1,9.1,21.9,18,5,5,8
716,해성디에스,"3,633","3,814","4,587","6,554","1,117","1,275","1,740","2,560",649,885,"1,200","1,548","3,062","3,266","3,832","4,749","1,099","1,180","1,514","1,806",8.8,7.0,5.8,8.5,16.6,894,"1,017","1,250","1,875"
717,해태제과식품,"7,254","5,393","5,639","5,677","1,753","1,499","1,247","1,201","2,689","3,087","2,056","2,525","7,950","7,569","6,212","6,549","5,074","5,127","3,575","3,951",0.9,0.3,-4.5,4.0,-0.1,"1,989","1,558","1,753","1,710"
718,핸즈코퍼레이션,"6,009","6,177","5,727","5,622","3,025","3,444","3,332","4,038","3,232","3,226","3,512","4,995","7,053","8,511","8,441","8,950","3,847","5,268","5,294","6,329",3.5,0.6,0.9,-1.0,-7.4,"2,167","2,210","2,100","1,524"
719,HDC현대EP,"9,108","8,351","6,894","8,598","3,811","3,586","3,409","3,876","2,612","2,171","1,558","1,886","6,004","5,473","5,249","5,829","3,181","2,638","2,322","2,752",5.2,1.4,2.3,2.6,1.9,"2,457","2,589","2,701","2,767"
720,현대건설,"167,309","172,788","169,709","180,655","133,368","131,720","133,989","145,264","68,609","67,709","64,677","76,132","180,546","182,270","179,393","196,373","97,628","95,120","91,729","102,080",1.9,2.9,3.2,1.3,3.0,"49,864","53,252","53,008","56,400"
721,현대건설기계,"32,339","28,521","23,905","32,843","22,039","21,515","22,650","24,695","9,451","10,528","11,565","14,991","31,265","31,881","33,559","35,543","15,583","16,109","17,683","20,065", ,5.3,1.6,0.3,3.7,"1,256","3,069","2,983","4,085"
722,현대그린푸드,"32,517","31,243","32,385","34,861","11,323","11,197","11,018","9,906","4,554","5,272","5,467","5,885","28,374","29,666","30,685","31,100","7,263","8,502","8,783","8,995",4.9,4.5,2.2,2.7,1.3,"11,306","11,519","12,030","12,285"
723,현대글로비스,"168,656","182,701","165,199","217,796","44,581","50,543","59,501","69,682","28,848","34,135","35,477","39,430","86,878","101,297","108,987","121,709","44,277","54,595","58,323","63,585",8.4,5.2,5.3,5.8,6.8,"41,173","44,925","49,668","56,199"
724,HD현대,"272,567","266,303","189,110","281,587","88,842","99,352","80,491","134,024","86,602","80,223","63,364","116,859","233,478","257,155","265,590","358,157","127,937","138,308","154,611","239,282", ,1.3,0.5,-3.0,0.6,"33,020","31,833","22,130","17,014"
725,현대로템,"24,119","24,593","27,853","28,725","25,732","27,092","27,783","26,798","17,295","22,920","22,303","20,907","40,022","40,843","41,974","41,072","28,942","32,014","28,512","28,389",-1.1,-7.6,-8.8,0.5,1.2,"2,146","-1,566","-1,199",-483
726,현대리바트,"13,517","12,376","13,846","14,066","4,426","3,977","3,638","4,306","2,122","2,481","2,588","3,205","6,789","7,528","8,033","8,636","2,315","2,949","3,223","3,746",6.7,5.7,2.7,3.4,1.6,"3,285","3,390","3,621","3,698"
727,현대모비스,"351,492","380,488","366,265","417,022","197,205","215,046","229,029","235,524","82,422","89,623","100,822","100,770","430,711","466,061","484,977","514,825","123,677","141,964","151,696","161,251",3.7,4.5,5.1,3.2,4.7,"300,955","316,568","328,513","346,795"
728,현대미포조선,"24,030","29,941","27,920","28,872","18,014","17,448","18,792","20,467","10,764","10,016","11,910","16,120","34,637","33,806","35,990","38,783","11,466","10,267","12,315","16,740",5.1,2.1,1.8,-0.4,-4.3,"18,167","18,436","18,026","16,334"
729,현대백화점,"18,622","21,990","22,732","35,724","12,588","13,653","19,859","19,453","12,932","14,434","22,762","19,785","69,886","76,231","87,070","89,692","21,595","26,438","36,747","37,436",4.5,4.2,3.3,1.3,2.6,"35,009","36,484","36,948","38,690"
730,현대비앤지스틸,"7,127","7,333","6,802","8,557","3,581","3,652","4,057","5,188","1,436",921,"1,187","1,861","6,056","6,086","6,485","7,688","2,236","2,057","2,200","2,710",3.4,3.3,3.6,3.8,9.9,"3,051","3,264","3,507","4,194"
731,HDC,"15,478","16,167","39,519","47,796","9,603","10,724","58,302","64,518","6,882","9,344","33,284","39,204","34,097","42,090","96,171","106,515","13,037","18,577","52,719","58,467",6.7,18.7,7.2,2.8,2.3,"31,458","33,921","34,851","35,704"
732,현대코퍼레이션,"47,140","42,634","28,809","37,825","8,831","8,516","6,593","11,114","7,296","6,754","4,613","8,738","10,982","14,446","12,191","17,074","7,922","11,028","9,046","13,446",1.8,-0.7,1.3,3.7,2.6,"4,257","4,335","4,746","5,043"
733,HMM,"52,221","55,131","64,133","137,941","17,476","14,272","22,372","87,680","11,056","16,837","28,807","25,247","41,214","71,602","93,734","178,761","30,818","60,699","76,848","75,178",-29.8,-20.5,-10.5,1.5,39.2,"-35,893","-44,771","-44,439","7,806"
736,현대퓨처넷,"2,897","2,929",396,"1,367","3,975","4,125","4,324","4,475",472,641,"1,218","1,684","7,805","8,135","10,071","10,340",664,720,"2,126","1,763",6.1,5.3,4.7,-4.5,8.3,"3,673","3,948","3,582","4,431"
737,현대엘리베이,"18,772","18,725","18,212","19,734","9,011","9,860","11,923","11,315","7,450","9,346","9,298","10,824","23,748","25,477","26,262","29,874","14,436","15,996","16,008","18,512",3.6,0.1,1.8,3.8,4.0,"2,358","2,529","2,369","3,317"
738,현대위아,"78,805","73,146","65,922","75,277","38,908","35,691","39,880","41,565","18,628","18,614","19,857","21,263","71,074","67,743","77,199","77,495","40,705","36,825","41,940","40,542",-0.9,-0.8,0.8,0.7,0.7,"25,204","25,495","25,936","26,515"
739,현대일렉트릭,"19,404","17,711","18,113","18,060","16,517","14,842","14,744","13,983","11,233","11,238","12,753","12,525","23,261","22,565","22,726","22,150","14,748","15,563","15,934","15,687", ,-8.1,-11.5,-1.8,-1.5,"-1,733","-4,279","-4,615","-4,998"
740,현대제철,"207,804","205,126","180,234","228,499","87,690","95,787","99,348","127,758","67,025","64,203","60,727","74,668","333,049","343,663","348,450","370,423","162,818","171,326","181,520","187,819",2.2,1.2,0.1,-1.3,4.2,"115,606","114,883","109,331","123,585"
741,한국조선해양,"131,610","151,826","149,037","154,934","123,167","125,460","130,014","145,622","94,103","89,419","95,115","112,865","247,299","250,554","252,442","272,931","116,189","121,291","128,230","148,793",6.8,-1.7,0.9,-3.3,-4.3,"160,437","161,806","154,191","144,672"
742,현대차,"968,126","1,057,464","1,039,976","1,176,106","471,435","459,047","510,903","533,128","494,384","533,141","594,595","642,368","1,806,558","1,945,122","2,093,442","2,339,464","1,067,597","1,181,465","1,330,032","1,513,306",2.6,0.9,1.7,1.0,2.6,"664,901","682,496","689,118","731,679"
743,현대차증권,620,659,"1,128",879,"3,479","4,973","6,739","5,555", , , , ,"66,012","70,307","91,679","88,061", , , , ,-5.7,23.4,22.8,15.9,9.8,0,0, , 
744,현대코퍼레이션홀딩스,"1,654","1,839","1,516","1,304",976,"1,111",864,806,204,403,181,271,"1,888","2,414","2,169","2,510",205,619,400,488,5.9,1.9,4.5,7.7,5.1,908,964,"1,095","1,176"
746,현대홈쇼핑,"10,177","20,604","21,264","22,099","10,132","9,341","11,062","9,753","7,679","5,378","7,474","5,443","25,627","25,038","26,931","26,003","8,782","7,748","8,983","7,180",6.5,7.5,3.3,4.3,3.8,"14,093","14,652","15,544","16,378"
747,형지엘리트,"1,546","1,479","1,353",650,983,937,"1,076",882,470,424,496,412,"1,208","1,143","1,304","1,233",574,538,702,617,-4.1,-7.4,-1.0,-0.6,2.2,64,37,29,42
748,혜인,"2,167","2,609","2,175","2,064","1,377","1,298","1,235","1,152","1,331","1,164","1,023",802,"2,284","2,183","2,079","1,947","1,367","1,228","1,097",928,0.6,-0.3,1.9,2.3,2.4,969,"1,012","1,058","1,100"
749,호전실업,"3,133","3,098","2,925","3,449","1,912","1,810","1,675","1,944","1,440","1,198","1,225","1,328","2,875","2,923","2,721","3,027","1,610","1,678","1,649","1,826",1.7,1.6,1.0,-6.2,4.1,967,971,778,885
750,호텔신라,"47,137","57,173","31,881","37,791","12,722","17,161","11,640","10,872","10,027","14,381","7,753","10,118","23,037","35,273","28,938","26,565","15,387","26,077","22,699","20,795",1.2,4.9,5.8,-8.8,1.0,"4,754","6,270","3,418","2,886"
751,화성산업,"4,752","4,514","4,193","4,222","4,484","4,583","3,945","6,152","1,572","1,759","1,364","2,236","6,409","6,126","5,805","8,080","2,661","2,416","1,860","3,910",8.3,8.1,1.2,5.5,4.3,"2,748","2,707","2,958","3,209"
752,화승코퍼레이션,"15,281","15,520","13,133","13,998","6,466","6,118","6,333","6,236","8,671","8,386","7,933","7,850","12,118","12,116","11,839","11,552","9,933","9,493","9,632","9,578",-3.2,-2.7,1.9,-3.4,-3.2,"1,784","1,976","1,537","1,107"
753,화승엔터프라이즈,"8,792","12,016","11,158","11,386","3,593","4,846","6,330","6,976","4,080","5,196","5,605","6,954","7,605","9,789","11,550","13,303","4,773","6,114","6,175","7,798",7.8,2.5,7.5,3.9,-0.6,913,"1,504","1,888","1,792"
754,화승인더,"11,119","14,259","12,988","13,655","4,672","6,366","7,646","8,203","5,420","6,845","7,133","8,547","9,913","12,707","14,335","16,371","6,371","8,173","8,062","10,024",5.8,2.8,7.2,3.7,-0.3,"1,928","2,476","2,878","2,768"
755,화신,"10,758","11,643","10,855","12,366","4,120","3,702","4,089","4,292","4,668","3,831","4,482","4,630","8,282","8,084","8,227","8,708","5,350","5,087","5,670","5,823",-3.4,-6.8,0.8,-6.7,2.9,"2,882","2,936","2,411","2,674"
758,화천기공,"2,156","2,065","1,617","2,040","1,816","1,682","1,382","1,589",592,459,464,650,"3,856","3,749","3,784","4,254",976,783,822,"1,171",2.5,3.4,2.0,1.2,2.3,"1,972","2,020","2,115","2,188"
759,환인제약,"1,547","1,592","1,717","1,778","1,878","2,050","2,144","2,424",237,247,267,309,"2,877","3,049","3,296","3,532",281,304,330,360,10.5,7.7,6.3,7.3,7.8,"2,400","2,541","2,732","2,954"
760,황금에스티,"2,448","2,436","2,395","2,710","1,721","1,795","2,400","2,052","1,237",585,"1,216",714,"4,062","3,902","4,523","4,316","1,379","1,073","1,502",991,6.2,4.5,5.9,4.7,7.5,"2,122","2,283","2,439","2,718"
761,효성,"30,025","31,756","25,962","35,389","13,794","13,120","16,268","19,065","22,479","22,384","10,903","15,612","64,079","65,271","44,298","52,579","37,058","38,168","19,154","22,656",2.4,32.7,2.3,0.0,11.2,"63,534","63,366","61,805","64,983"
762,효성ITX,"4,021","3,882","4,841","4,759",625,599,557,658,652,815,889,"1,068","1,214","1,593","1,617","2,414",736,"1,076","1,123","1,381",7.1,5.6,7.7,7.9,7.1,256,266,253,285
763,후성,"2,749","2,489","2,616","3,813","1,219","1,311","1,329","1,822",706,921,"1,460","1,620","4,415","5,289","5,401","6,163","1,960","2,860","2,949","3,329",9.0,7.4,0.0,0.5,5.4,"1,019","1,080","1,170","1,390"
764,휠라홀딩스,"29,546","34,504","31,288","37,940","13,379","15,868","16,861","20,411","6,723","8,674","9,955","10,514","33,043","37,702","37,584","42,889","17,978","19,693","19,011","19,824",3.4,6.6,9.6,5.3,8.4,"8,224","10,800","11,793","14,060"
766,휴비스,"12,625","10,293","9,203","10,826","5,166","2,885","3,979","3,419","4,522","3,422","2,980","3,313","9,581","8,772","8,729","8,434","5,500","4,810","3,971","3,756",2.6,2.0,0.0,9.4,0.4,"2,103","1,996","2,762","2,652"
767,휴스틸,"5,888","5,370","3,656","6,165","3,000","2,650","2,615","4,119","1,778","1,462","1,248","1,756","6,035","5,791","6,041","9,519","1,974","1,825","1,897","3,255",0.6,2.7,-2.1,1.5,4.9,"2,366","2,193","2,278","2,647"
768,TKG휴켐스,"7,629","6,598","5,935","8,612","5,296","4,268","4,345","5,205","1,007","1,680",908,"1,832","8,647","9,139","8,666","9,493","1,987","2,422","1,794","2,297",13.5,12.0,7.9,5.6,8.5,"4,556","4,779","4,931","5,286"
770,흥아해운,"1,008","1,022",889,817,"1,084",938,591,553,"3,125","2,023","1,528",267,"8,037","4,310","2,868","2,473","7,306","4,000","3,131","1,444",-6.8,-10.3,-8.3,-14.2,6.2,-398,-455,-964,-801
